Post_ID,Account_Name,Platform,Category,Post_Type,Post_Date,Post_Text,Followers_At_Post,Reach,Impressions,Likes,Comments_Count,Shares,Is_Sponsored
1626.0, أخبار مصر الآن,FB,News,صورة,2024-12-15,تفاصيل جديدة حول الحدث الذي شغل الرأي العام,13428,2440.0,3087,,7.0,23.0,نعم
2245.0,مطبخ  سارة,Instagram, طبخ,ستوري,27/09/2024,حلويات رمضان بمكونات بسيطة,13161,6543.0,13176,165.0,8.0,30.0,
1016.0,عالم الطبخ,فيس بوك,أكل وطبخ,story,2024-10-12,أكلة اقتصادية وسهلة التحضير,65587,28769.0,61242,760.0,64.0,86.0,
2037.0,ملعب مصر,youtube,كورة,نص,21/06/2024,أفضل اللقطات من الجولة الأخيرة,60469,11841.0,12081,672.0,91.0,128.0,No
2356.0,كورة كل يوم  ,فيس بوك,Sports,نص,2025-05-28,تشكيلة المنتخب المتوقعة في المباراة القادمة,44401,21620.0,28274,1401.0,44.0,195.0,
3460.0, كوميديا العرب,تويتر,ترفيه,ستوري,2025-05-22,أفضل خمس مشاهد كوميدية هذا العام,17367,9043.0,14642,198.0,28.0,9.0,0
935.0,أكاديمية المعرفة,فيس بوك,تعليم,ريلز,2024-08-03,نصائح للطلاب الجدد في الجامعة,16785,2353.0,3158,217.0,31.0,,0
88.0,تكنولوجيا بلس ✅,tiktok,تكنولوجيا,ريلز,2025-01-18,خمس تطبيقات تساعدك في تنظيم وقتك,3633,1607.0,3333,83,2.0,7.0,No
379.0,اليوم السابع نيوز,فيسبوك ,أخبار,فيديو,2025-07-01,تغطية مباشرة لفعاليات المؤتمر,30459,2491.0,5354,258.0,38.0,29.0,لا
1871.0,جادجت العرب  ,YouTube,Tech,نص,24/11/2024,نصائح لحماية حسابك من الاختراق,37278,5016.0,5817,129,7.0,1.0,
3042.0,أخبار الرياضة,Facebook,Sports,صور,29-09-2025,تحليل فني لأداء الفريق هذا الموسم,236670,134529.0,249543,5812.0,,704.0,
962.0,وصفات ماما,انستجرام, طبخ,صور,2024-04-23,وصفة سريعة ولذيذة لعشاء اليوم,186603,81442.0,174870,4090.0,588.0,539.0,نعم
3024.0,جادجت  العرب,YouTube,تقنية,فيديو,2024-07-13,كل ما تريد معرفته عن الذكاء الاصطناعي,46333,11043.0,21599,560,70.0,11.0,Yes
1522.0, موضة اليوم,insta,موضة ,فيديو,03/04/2025,موديلات جديدة من أشهر الماركات,44433,13471.0,22628,235.0,30.0,3.0,1
1169.0,كوميديا العرب,تيك توك,Entertainment,ريلز,05/07/2025,أفضل خمس مشاهد كوميدية هذا العام,32489,18817.0,39172,625.0,93.0,36.0,0
2212.0,منصة التعليم,Facebook,تعليم,ستوري,2024-12-05,خطوات عملية لتعلم مهارة جديدة,145157,80882.0,95606,5142.0,609.0,564.0,
3866.0,منصة التعليم ✅,انستغرام,تعليم,ستوري ,2024-10-12,خطوات عملية لتعلم مهارة جديدة,27011,14787.0,29022,356.0,23.0,65.0,
4031.0,ملعب مصر  ,تويتر,Sports,صوره,2024-08-25,أفضل اللقطات من الجولة الأخيرة,62799,,74356,1110.0,66.0,153.0,Yes
1272.0,عالم التقنية ✅,فيسبوك,تكنولوجيا,Reel,2024-10-06,مراجعة كاملة لأحدث هاتف صدر هذا الشهر,224082,72964.0,133111,5840.0,806.0,1103.0,0
3324.0,منصة التعليم ✅,FB,Education,صوره,2025-03-18,خطوات عملية لتعلم مهارة جديدة,84056,47786.0,76622,3530.0,289.0,77.0,
1584.0,اتعلم اونلاين  ,Facebook,Education,صور,2025-04-02,خطوات عملية لتعلم مهارة جديدة,32371,5399.0,10955,43.0,6.0,3.0,
1230.0,مطبخ سارة ✅,فيسبوك , طبخ,ريلز,,أسرار المطبخ اللي محدش بيقولهالك,6138,2355.0,4126,157.0,14.0,30.0,نعم
1109.0,أخبار الرياضة,X,رياضة,ستوري ,29-11-2025,أهم أحداث مباراة اليوم بالتفصيل,94589,30630.0,61571,2274.0,113.0,198.0,
421.0,منصة  التعليم,TikTok,Education,صور,2025-05-17,دورة مجانية لتعلم أساسيات البرمجة,28842,13147.0,24262,520.0,37.0,31.0,
3703.0,بوابة الأحداث,انستجرام,News,منشور نصي,11/10/2024,تغطية مباشرة لفعاليات المؤتمر,19697,3706.0,6916,111.0,15.0,2.0,
4049.0,عالم الطبخ ✅,Facebook,طبخ,story,2025-01-28,طريقة عمل الكنافة بالقشطة خطوة بخطوة,46841,17821.0,31670,1353.0,63.0,173.0,Yes
2600.0,ضحك  ونكت,Twitter,Entertainment,ستوري ,2024-04-21,نكت وضحك من غير توقف,129533,33896.0,65733,787.0,47.0,72.0,
2166.0,كوميديا العرب,insta,Entertainment,image,2024-05-11,تحدي جديد بين المتابعين,8894,930.0,1883,4.0,0.0,0.0,
2917.0,مطبخ  سارة,youtube,طبخ,text,2024-07-17,وصفة سريعة ولذيذة لعشاء اليوم,15027,8786.0,15272,127.0,15.0,3.0,
3450.0,كورة كل يوم ✅,FB,كورة,صور,2024-02-21,تحليل فني لأداء الفريق هذا الموسم,43953,17603.0,37709,171.0,16.0,33.0,No
3121.0,عالم التقنية ✅,تويتر,تقنية,ريلز,09-11-2025,كل ما تريد معرفته عن الذكاء الاصطناعي,90119,33323.0,72346,3336.0,321.0,163.0,
741.0,بوابة الأحداث  ,insta,News,صوره,2024-09-05,آخر التطورات في الساعات الماضية,5756,2852.0,3667,70,3.0,0.0,نعم
4073.0,اليوم  السابع  نيوز,تويتر(X),أخبار,فيديو,2025-01-04,آخر التطورات في الساعات الماضية,224052,116686.0,219169,2687.0,396.0,309.0,1
3564.0,كوميديا العرب  ,tiktok,كوميدي,reels,26/06/2025,أفضل خمس مشاهد كوميدية هذا العام,105389,45667.0,46318,2920.0,142.0,446.0,
2683.0,كورة كل يوم ✅,فيسبوك ,رياضة,ستوري ,09/08/2024,تشكيلة المنتخب المتوقعة في المباراة القادمة,4592,1655.0,2135,14.0,0.0,0.0,
1814.0,وصفات ماما  ,FB,Food,reels,27-06-2025,حلويات رمضان بمكونات بسيطة,31362,7067.0,7501,241.0,22.0,34.0,نعم
2291.0,ملعب مصر ✅,يوتيوب ,Sports,منشور نصي,07/04/2024,أفضل اللقطات من الجولة الأخيرة,129423,36589.0,76250,1838.0,154.0,274.0,
3067.0,ملعب مصر,فيسبوك,رياضة,ستوري,26/12/2025,أفضل اللقطات من الجولة الأخيرة,54845,29282.0,62457,308.0,35.0,58.0,لا
2228.0,عالم التقنية,تيكتوك,تقنيه,صوره,2024-03-06,كل ما تريد معرفته عن الذكاء الاصطناعي,19341,6033.0,13184,288.0,7.0,38.0,
3083.0,أخبار الرياضة,Instagram,رياضة,reels,01/01/2025,أفضل اللقطات من الجولة الأخيرة,38067,2257.0,4694,151.0,11.0,23.0,1
2268.0,اتعلم اونلاين,YouTube,تعليم ,image,2024-02-10,خطوات عملية لتعلم مهارة جديدة,83483,35157.0,66943,1017.0,26.0,172.0,Yes
2061.0,وصفات ماما,انستجرام, طبخ,reels,2025-04-08,طريقة عمل الكنافة بالقشطة خطوة بخطوة,18844,7070.0,13141,708.0,70.0,59.0,لا
3733.0,اتعلم اونلاين ✅,إنستغرام,تعليم ,صور,2025-07-14,نصائح للطلاب الجدد في الجامعة,32831,15616.0,32572,719.0,51.0,17.0,No
1821.0,كوميديا العرب,tiktok,كوميدي,story,14/03/2024,أفضل خمس مشاهد كوميدية هذا العام,34884,7758.0,13949,586.0,44.0,115.0,
401.0,كوميديا  العرب,تويتر(X),Entertainment,ستوري,02-06-2024,أطرف المواقف اللي حصلت الأسبوع ده,51414,2571.0,3856,104.0,15.0,5.0,
3475.0,مطبخ سارة ✅,فيسبوك,Food,Reel,14-05-2025,طريقة عمل الكنافة بالقشطة خطوة بخطوة,212258,109099.0,170016,8243.0,579.0,906.0,
1356.0,منصة التعليم ✅,تويتر (X),تعليم ,نص,,شرح مبسط لأهم قواعد اللغة العربية,16157,1812.0,3612,56.0,8.0,7.0,1
1877.0,موضة  اليوم,انستغرام,موضة ,story,2025-10-21,موديلات جديدة من أشهر الماركات,50286,15068.0,22444,577.0,78.0,115.0,Yes
2723.0,كورة كل يوم,فيس بوك,Sports,ريلز,24/02/2024,تحليل فني لأداء الفريق هذا الموسم,248907,109808.0,159568,4325.0,388.0,415.0,نعم
1548.0,اتعلم اونلاين,فيس بوك,Education,,2025-11-22,دورة مجانية لتعلم أساسيات البرمجة,65651,8393.0,15547,420.0,54.0,24.0,لا
2002.0,اتعلم اونلاين  ,تويتر,تعليم,text,26/05/2025,  خطوات عملية لتعلم مهارة جديدة   ,51414,17379.0,37867,164.0,19.0,6.0,
2179.0,ضحك ونكت  ,youtube,ترفيه,صور,2025-05-13,أفضل خمس مشاهد كوميدية هذا العام,13826,,3500,130.0,4.0,2.0,0
1383.0,أكاديمية  المعرفة,فيس بوك,Education,منشور نصي,2024-10-29,كيف تذاكر بفعالية قبل الامتحانات,110484,7475.0,13250,626.0,84.0,92.0,0
1164.0,عالم التقنية,tiktok,تكنولوجيا,text,2025-07-04,مقارنة بين أفضل اللابتوبات لعام هذا,155660,18941.0,25970,347.0,20.0,12.0,
439.0,ضحك ونكت ✅,Twitter,ترفيه,فديو,2024-11-02,تحدي جديد بين المتابعين,22178,9100.0,11941,141.0,4.0,6.0,1
1592.0,أخبار مصر الآن  ,Twitter,اخبار,فيديو,2025-08-27,ملخص أهم الأخبار المحلية اليوم,25765,9371.0,17877,155.0,14.0,21.0,No
220.0, مطبخ سارة,Instagram,Food,صور,24/08/2025,أكلة اقتصادية وسهلة التحضير,20877,4191.0,4590,59,2.0,4.0,لا
3705.0,أكاديمية المعرفة ✅,X,تعليم,reels,25/05/2024,دورة مجانية لتعلم أساسيات البرمجة,168136,80453.0,118360,1469.0,176.0,232.0,No
3438.0,منصة  التعليم,X,Education,صورة,2024-12-01,شرح مبسط لأهم قواعد اللغة العربية,13302,1263.0,1456,123.0,18.0,7.0,
2807.0,بوابة  الأحداث,تيك توك,اخبار,فيديو ,2024-12-11,ملخص أهم الأخبار المحلية اليوم,58372,34421.0,46058,1199.0,160.0,141.0,
872.0, موضة اليوم,يوتيوب,موضة ,فديو,28/04/2024,نصائح لاختيار الألوان المناسبة لبشرتك,111217,28572.0,41166,1727.0,115.0,189.0,0
1583.0,كورة  كل  يوم,يوتيوب ,رياضة,video,20-11-2025,أهم أحداث مباراة اليوم بالتفصيل,30226,11937.0,16755,601.0,22.0,84.0,
1842.0,كورة كل يوم  ,Facebook,رياضة ,صورة,17/03/2024,تشكيلة المنتخب المتوقعة في المباراة القادمة,74050,10392.0,20941,808.0,105.0,46.0,
3077.0,جادجت العرب,تويتر (X),Tech,reels,06/08/2024,كل ما تريد معرفته عن الذكاء الاصطناعي,52252,26302.0,49096,2051.0,71.0,348.0,1
2755.0,بوابة  الأحداث,TikTok,اخبار,فيديو ,2025-11-29,آخر التطورات في الساعات الماضية,67240,9416.0,10391,600.0,60.0,85.0,
3448.0,أخبار  مصر  الآن,X,اخبار,reels,2025-04-13,ملخص أهم الأخبار المحلية اليوم,17815,4170.0,8305,280.0,36.0,51.0,
4081.0, ضحك ونكت,Facebook,ترفيه,story,2025-12-03,تحدي جديد بين المتابعين,14822,1892.0,3877,54.0,3.0,10.0,1
3788.0, أخبار مصر الآن,تويتر,اخبار,image,2024-11-22,آخر التطورات في الساعات الماضية,25515,2844.0,5099,175.0,22.0,34.0,
853.0, مطبخ سارة,تيك توك,طبخ ,صوره,2025-12-27,وصفة سريعة ولذيذة لعشاء اليوم,42063,3364.0,6740,174.0,16.0,7.0,No
4085.0,ملعب مصر,إنستغرام,رياضة,فيديو ,2025-03-04,تحليل فني لأداء الفريق هذا الموسم,151972,36576.0,51076,1079.0,72.0,121.0,1
2643.0,أزياء العرب,تويتر (X),موضة,image,2025-03-01,أفكار تنسيق ملابس اقتصادية,25573,10313.0,15948,459.0,57.0,72.0,
641.0,أخبار مصر الآن  ,تيك توك,News,فيديو,2025-11-18,ملخص أهم الأخبار المحلية اليوم,101666,42979.0,55992,3023.0,,442.0,Yes
3498.0,منصة التعليم  ,يوتيوب ,تعليم,ريلز,2025-03-13,نصائح للطلاب الجدد في الجامعة,93169,17954.0,24186,1020.0,50.0,69.0,
2857.0, كوميديا العرب,youtube,كوميدي,Reel,25-01-2025,مقاطع مضحكة من كواليس التصوير,91936,54191.0,94945,4218.0,307.0,768.0,
3482.0,كورة  كل  يوم,فيس بوك,رياضة,صور,02/11/2025,أخبار الانتقالات الصيفية,20087,9794.0,12861,143.0,20.0,15.0,لا
3882.0, ستايل بنات,تويتر(X),موضة,فيديو,28-02-2024,أحدث صيحات الموضة لهذا الموسم,10121,1093.0,1158,6.0,0.0,0.0,
3446.0,ستايل بنات,تويتر (X),موضة ,Reel,30-10-2025,أحدث صيحات الموضة لهذا الموسم,75363,13225.0,17341,460.0,24.0,8.0,Yes
314.0,أزياء العرب,يوتيوب ,موضة,video,14/04/2025,موديلات جديدة من أشهر الماركات,5821,2185.0,4027,56.0,1.0,,
1464.0, عالم التقنية,YouTube,تكنولوجيا,فيديو,2025-07-04,كل ما تريد معرفته عن الذكاء الاصطناعي,78469,32463.0,67961,1140.0,118.0,200.0,1
1527.0,أخبار مصر الآن ✅,insta,,صورة,2025-07-06,آخر التطورات في الساعات الماضية,26648,13955.0,27571,78.0,2.0,5.0,
2811.0,ستايل  بنات,فيسبوك,موضة,video,06-05-2025,إطلالات بسيطة وأنيقة لكل يوم,37050,1903.0,2759,26.0,3.0,2.0,Yes
1579.0,جادجت العرب  ,انستجرام,تكنولوجيا,ستوري ,,مراجعة كاملة لأحدث هاتف صدر هذا الشهر,59229,34866.0,54296,2772.0,234.0,517.0,نعم
733.0, وصفات ماما,انستغرام,أكل وطبخ,نص,2024-02-18,أكلة اقتصادية وسهلة التحضير,46335,9517.0,12703,490.0,13.0,58.0,
440.0,أخبار مصر الآن  ,X,أخبار,صوره,12/09/2024,ملخص أهم الأخبار المحلية اليوم,153834,63890.0,131487,"5,507",189.0,357.0,
3397.0,اليوم السابع نيوز  ,X,News,reels,25/03/2025,آخر التطورات في الساعات الماضية,12245,4450.0,7077,273,37.0,26.0,0
260.0,كورة كل يوم  ,تويتر,رياضة,صورة,2025-12-11,تحليل فني لأداء الفريق هذا الموسم,199229,79683.0,152461,1463.0,31.0,83.0,لا
4039.0,فوازير رمضان,insta,Entertainment,reels,15/06/2025,نكت وضحك من غير توقف,37512,4449.0,8531,134.0,13.0,17.0,
1956.0, فوازير رمضان,TikTok,Entertainment,reels,2024-01-12,تحدي جديد بين المتابعين,34810,3631.0,3934,74,8.0,8.0,
3250.0,ضحك ونكت  ,تيكتوك,ترفيه,text,30/01/2024,نكت وضحك من غير توقف,14515,2578.0,5415,31.0,1.0,6.0,
1611.0,فوازير رمضان  ,انستغرام,Entertainment,فديو,2024-04-18,تحدي جديد بين المتابعين,19588,7166.0,14329,366.0,23.0,13.0,نعم
639.0,ضحك ونكت  ,youtube,ترفيه,ريلز,2025-03-22,أطرف المواقف اللي حصلت الأسبوع ده,42637,4944.0,6795,454.0,17.0,86.0,No
1512.0,أخبار الرياضة ✅,تويتر,Sports,فيديو,,أهم أحداث مباراة اليوم بالتفصيل,114289,19701.0,43334,442.0,21.0,11.0,
1078.0,موضة  اليوم,فيسبوك,أزياء,صورة,21-09-2025,إطلالات بسيطة وأنيقة لكل يوم,71921,20561.0,36654,1093.0,154.0,45.0,
2837.0, اتعلم اونلاين,youtube,تعليم,reels,2025-07-25,شرح مبسط لأهم قواعد اللغة العربية,149058,40564.0,73838,441.0,16.0,8.0,Yes
638.0,أزياء العرب  ,YouTube,موضة,ريلز,29/08/2024,إطلالات بسيطة وأنيقة لكل يوم,11919,1557.0,2846,154.0,9.0,16.0,لا
2069.0,موضة اليوم ✅,انستغرام,أزياء,,,أفكار تنسيق ملابس اقتصادية,8570,746.0,899,-69.0,9.0,11.0,
1282.0,ستايل بنات,يوتيوب,موضة,منشور نصي,2024-01-08,نصائح لاختيار الألوان المناسبة لبشرتك,17051,3574.0,5895,17.0,1.0,3.0,
2424.0,مطبخ  سارة,تيك توك,أكل وطبخ,ستوري ,2024-05-20,حلويات رمضان بمكونات بسيطة,48577,14695.0,28583,74.0,2.0,11.0,
916.0, أزياء العرب,Instagram,موضة,فديو,,أفكار تنسيق ملابس اقتصادية,10949,5475.0,6602,470.0,43.0,67.0,0
719.0,فوازير رمضان,Twitter,ترفيه,reels,08/03/2024,أطرف المواقف اللي حصلت الأسبوع ده,185283,32532.0,34814,1014.0,42.0,78.0,
1538.0,بوابة الأحداث ✅,Twitter,News,ستوري ,17-09-2025,ملخص أهم الأخبار المحلية اليوم,94460,40475.0,88363,3684.0,177.0,576.0,
3815.0,بوابة الأحداث ✅,يوتيوب,أخبار,منشور نصي,04/11/2024,تغطية مباشرة لفعاليات المؤتمر,14032,2532.0,4484,19.0,0.0,0.0,No
3161.0,أزياء العرب ✅,يوتيوب,موضة ,ريلز,02/03/2025,إطلالات بسيطة وأنيقة لكل يوم,23631,9678.0,13112,622.0,67.0,41.0,0
2069.0,موضة اليوم ✅,انستغرام,أزياء,video,,أفكار تنسيق ملابس اقتصادية,8570,746.0,899,69.0,9.0,11.0,Yes
4034.0,,TikTok,رياضة ,صور,2024-04-15,  أخبار الانتقالات الصيفية   ,12643,4716.0,10131,222.0,19.0,,0
3151.0, أزياء العرب,TikTok,موضة ,reels,14/02/2024,نصائح لاختيار الألوان المناسبة لبشرتك,59017,22227.0,42193,484.0,48.0,82.0,
3031.0,ستايل بنات  ,YouTube,موضة,ريلز,2024-05-10,نصائح لاختيار الألوان المناسبة لبشرتك,46927,20393.0,44509,214.0,10.0,27.0,نعم
2860.0,أخبار  مصر  الآن,تويتر,News,,2025-06-19,بيان رسمي حول القرار الأخير,51225,25230.0,39386,1892.0,273.0,94.0,Yes
, كورة كل يوم,فيس بوك,Sports,text,,تشكيلة المنتخب المتوقعة في المباراة القادمة,147152,50753.0,78107,1796.0,203.0,90.0,0
76.0,كورة كل يوم,إنستغرام,رياضة,reels,2024-12-03,تحليل فني لأداء الفريق هذا الموسم,31496,3541.0,6394,208.0,18.0,35.0,1
541.0,عالم  التقنية,فيس بوك,تكنولوجيا,ستوري ,2024-05-28,خمس تطبيقات تساعدك في تنظيم وقتك,5161,1884.0,2619,12.0,0.0,2.0,
3502.0,فوازير رمضان ✅,يوتيوب ,Entertainment,صورة,2025-05-22,أطرف المواقف اللي حصلت الأسبوع ده,89544,24888.0,42523,282.0,34000.0,49.0,
1754.0,عالم التقنية,X,تقنية,صورة,11-07-2024,مقارنة بين أفضل اللابتوبات لعام هذا,29239,12690.0,26794,1162.0,109.0,79.0,نعم
2777.0,جادجت العرب,يوتيوب ,تقنية,فديو,03-06-2025,نصائح لحماية حسابك من الاختراق,38677,14838.0,18144,792.0,45.0,108.0,
230.0, موضة اليوم,تويتر,موضة ,صور,2024-11-17,أفكار تنسيق ملابس اقتصادية,439327,50083.0,99211,2323.0,308.0,378.0,0
3221.0,جادجت العرب,فيسبوك ,تكنولوجيا,فديو,2025-11-24,مراجعة كاملة لأحدث هاتف صدر هذا الشهر,109919,39078.0,52808,2281.0,88.0,321.0,Yes
487.0,ضحك ونكت  ,إنستغرام,كوميدي,story,2025-05-29,تحدي جديد بين المتابعين,30431,6016.0,6744,96.0,14.0,14.0,0
579.0,منصة التعليم,يوتيوب ,تعليم,reels,25/01/2024,نصائح للطلاب الجدد في الجامعة,45099,19454.0,35809,1692.0,143.0,251.0,
2423.0, كورة كل يوم,يوتيوب ,رياضة ,صوره,2025-07-17,تحليل فني لأداء الفريق هذا الموسم,74495,35845.0,69435,3985.0,380.0,122.0,لا
1033.0,بوابة  الأحداث,تويتر(X),News,ستوري,23/08/2024,تفاصيل جديدة حول الحدث الذي شغل الرأي العام,37704,10143.0,16194,501.0,66.0,47.0,No
1342.0,جادجت العرب,تويتر (X),تكنولوجيا,ستوري,14/02/2025,خمس تطبيقات تساعدك في تنظيم وقتك,69002,10586.0,21506,253.0,20.0,26.0,Yes
3547.0, أكاديمية المعرفة,يوتيوب,تعليم,reels,2024-04-18,شرح مبسط لأهم قواعد اللغة العربية,51739,19774.0,37692,1080.0,134.0,120.0,1
2055.0,كوميديا العرب,تويتر(X),كوميدي,نص,2025-12-24,أطرف المواقف اللي حصلت الأسبوع ده,49010,22385.0,38636,725.0,88.0,57.0,نعم
799.0,أخبار الرياضة,فيسبوك ,رياضة,video,29-04-2024,تحليل فني لأداء الفريق هذا الموسم,80166,48070.0,60266,1476.0,214.0,,
877.0,موضة  اليوم,فيس بوك,موضة,video,26/05/2024,أفكار تنسيق ملابس اقتصادية,75571,30835.0,61343,1029.0,57.0,201.0,No
450.0,أكاديمية المعرفة  ,فيس بوك,تعليم,منشور نصي,,شرح مبسط لأهم قواعد اللغة العربية,5541,2930.0,5150,-125.0,12.0,4.0,
601.0, فوازير رمضان,X,Entertainment,فيديو ,2024-08-17,أطرف المواقف اللي حصلت الأسبوع ده,46749,23573.0,41435,1883.0,139.0,361.0,Yes
841.0,اليوم  السابع  نيوز,انستجرام,أخبار,story,2024-12-19,تغطية مباشرة لفعاليات المؤتمر,27924,13061.0,16289,687.0,51.0,108.0,
1702.0,عالم التقنية,فيس بوك,تكنولوجيا,نص,2025-03-24,مراجعة كاملة لأحدث هاتف صدر هذا الشهر,26915,6396.0,11476,347.0,13.0,55.0,
3322.0,اليوم السابع نيوز ✅,تويتر(X),اخبار,Reel,24-09-2025,تفاصيل جديدة حول الحدث الذي شغل الرأي العام,8922,1200.0,2564,50.0,5.0,1.0,No
3272.0,أزياء العرب,فيس بوك,أزياء,text,2025-11-13,أحدث صيحات الموضة لهذا الموسم,14654,5124.0,11111,346.0,41.0,51.0,1
1263.0,ضحك ونكت,تيك توك,ترفيه,ستوري,2025-09-17,مقاطع مضحكة من كواليس التصوير,10194,3208.0,5584,112.0,16.0,12.0,
4024.0,فوازير رمضان,يوتيوب,Entertainment,فيديو ,25-02-2024,مقاطع مضحكة من كواليس التصوير,2925,1670.0,3475,119.0,6000.0,9.0,
,مطبخ سارة ✅,تيكتوك,طبخ ,نص,,طريقة عمل الكنافة بالقشطة خطوة بخطوة,17819,10575.0,16732,258.0,20.0,37.0,لا
1525.0,ضحك ونكت  ,يوتيوب,كوميدي,صور,2024-06-23,أطرف المواقف اللي حصلت الأسبوع ده,32472,8880.0,10657,44.0,4.0,7.0,نعم
1853.0, كوميديا العرب,tiktok,Entertainment,Reel,2024-04-25,تحدي جديد بين المتابعين,130794,66350.0,81349,5297.0,721.0,226.0,No
2658.0,ضحك  ونكت,Twitter,ترفيه,منشور نصي,2024-05-10,نكت وضحك من غير توقف,28026,9023.0,19757,62.0,4.0,5.0,
1465.0,موضة اليوم ✅,إنستغرام,موضة,فيديو ,13/08/2024,موديلات جديدة من أشهر الماركات,64128,22130.0,42096,345.0,24.0,36.0,
2863.0,ستايل بنات  ,تيكتوك,أزياء,نص,2025-10-15,نصائح لاختيار الألوان المناسبة لبشرتك,47647,22395.0,48108,1758.0,106.0,79.0,
1663.0,موضة اليوم,Instagram,موضة,video,29-05-2024,  أحدث صيحات الموضة لهذا الموسم   ,125847,58171.0,93762,4428.0,159.0,519.0,
3855.0, أكاديمية المعرفة,insta,Education,منشور نصي,17/05/2025,خطوات عملية لتعلم مهارة جديدة,14406,4657.0,4812,165.0,14.0,8.0,
512.0,وصفات  ماما,انستجرام,طبخ ,ريلز,2024-04-04,حلويات رمضان بمكونات بسيطة,76496,29550.0,53609,1152.0,164.0,205.0,
3336.0, أكاديمية المعرفة,إنستغرام,تعليم ,ريلز,2025-05-16,خطوات عملية لتعلم مهارة جديدة,11695,1654.0,2830,112.0,10.0,3.0,0
3099.0,عالم التقنية  ,tiktok,تقنيه,صوره,2025-08-23,كل ما تريد معرفته عن الذكاء الاصطناعي,13237,2282.0,4304,172.0,7.0,24.0,نعم
4110.0,اليوم السابع نيوز ✅,تويتر(X),News,reels,2024-08-24,آخر التطورات في الساعات الماضية,203594,111123.0,139692,8142.0,948.0,861.0,
828.0, كوميديا العرب,انستغرام,Entertainment,ستوري,2024-01-24,مقاطع مضحكة من كواليس التصوير,40611,3643.0,6635,207.0,17.0,7.0,
2091.0,ستايل بنات ✅,تويتر(X),موضة ,reels,2024-02-09,أفكار تنسيق ملابس اقتصادية,15814,1202.0,1484,79.0,3.0,2.0,
2470.0, عالم الطبخ,فيس بوك, طبخ,ستوري,15/11/2025,أكلة اقتصادية وسهلة التحضير,34720,13380.0,28164,157.0,10.0,25.0,لا
214.0,اتعلم اونلاين ✅,تويتر(X),تعليم ,ريلز,2025-11-06,كيف تذاكر بفعالية قبل الامتحانات,63100,31584.0,65096,675.0,67.0,59.0,
4158.0,اتعلم اونلاين  ,فيسبوك ,تعليم,reels,2025-06-15,دورة مجانية لتعلم أساسيات البرمجة,53832,12302.0,18485,777.0,91.0,18.0,
361.0,اتعلم اونلاين ✅,YouTube,تعليم ,story,,نصائح للطلاب الجدد في الجامعة,21502,9928.0,13711,40.0,1.0,2.0,
3049.0,أكاديمية المعرفة  ,يوتيوب,تعليم ,فيديو ,07/08/2025,خطوات عملية لتعلم مهارة جديدة,69833,20656.0,43225,1022.0,75.0,163.0,
3553.0,منصة التعليم  ,يوتيوب,تعليم,صورة,2025-12-12,خطوات عملية لتعلم مهارة جديدة,102289,11889.0,24692,124.0,12.0,14.0,Yes
585.0,عالم الطبخ,Facebook, طبخ,صورة,04/02/2025,أسرار المطبخ اللي محدش بيقولهالك,9266,4039.0,6736,180.0,4.0,12.0,لا
518.0,وصفات  ماما,انستغرام,طبخ,reels,2024-01-30,وصفة سريعة ولذيذة لعشاء اليوم,7111,3316.0,3537,13.0,1.0,1.0,لا
3763.0,أكاديمية المعرفة ✅,TikTok,Education,فيديو ,2025-10-25,  خطوات عملية لتعلم مهارة جديدة   ,24854,5567.0,8278,390.0,47.0,33.0,0
2753.0,اتعلم  اونلاين,TikTok,Education,story,,دورة مجانية لتعلم أساسيات البرمجة,2113,712.0,1526,44.0,1.0,8.0,
63.0,بوابة الأحداث,TikTok,اخبار,نص,09/11/2024,تفاصيل جديدة حول الحدث الذي شغل الرأي العام,85618,9517.0,15142,47.0,1.0,1.0,لا
802.0,ضحك ونكت,FB,Entertainment,فيديو ,2024-04-09,تحدي جديد بين المتابعين,26925,10671.0,16000,256.0,32.0,16.0,
2001.0,اتعلم اونلاين  ,X,تعليم ,منشور نصي,2025-03-15,كيف تذاكر بفعالية قبل الامتحانات,27759,8961.0,12700,340.0,43.0,32.0,0
1306.0,بوابة الأحداث,انستجرام,,نص,28/04/2024,تفاصيل جديدة حول الحدث الذي شغل الرأي العام,9433,2798.0,4900,41.0,5.0,2.0,No
4168.0, أخبار مصر الآن,انستغرام,News,story,2024-11-06,تغطية مباشرة لفعاليات المؤتمر,55740,18703.0,19582,195.0,10.0,11.0,
2704.0,كوميديا  العرب,إنستغرام,كوميدي,فيديو,03/06/2025,أفضل خمس مشاهد كوميدية هذا العام,4968,1740.0,3202,154.0,21.0,12.0,لا
3826.0,ملعب مصر,FB,رياضة ,image,2025-02-04,أفضل اللقطات من الجولة الأخيرة,108202,57794.0,114928,559.0,21.0,93.0,
1087.0,موضة اليوم ✅,youtube,موضة ,نص,,نصائح لاختيار الألوان المناسبة لبشرتك,2410,664.0,848,,0.0,0.0,Yes
3550.0,عالم الطبخ ✅,فيسبوك , طبخ,,2025-10-19,أكلة اقتصادية وسهلة التحضير,28108,6222.0,12100,45,2.0,8.0,Yes
3346.0,بوابة  الأحداث,تويتر(X),أخبار,صوره,27-05-2025,بيان رسمي حول القرار الأخير,94166,20364.0,41406,829.0,88.0,116.0,Yes
